,Model,F1,Recall,Precision,Accuracy
0,XGBoost CV,0.2436436424795875,0.17693364957732777,0.3912103125248518,0.8051402194220296
0,Random Forest Validated,0.192846034214619,0.1222879684418146,0.45588235294117646,0.8185314685314685
